course_number,course_title
HISTART 10B,History of Western Art: Renaissance to Modern
HISTART N10,Introduction to Western Art: Ancient to Medieval
HISTART 11,Introduction to Western Art: Renaissance to the Present
HISTART 12,History of Western Art: Renaissance to Modern
HISTART 14,The Origins of Art
HISTART 15A,London Museums
HISTART 24,Freshman Seminar
HISTART 27,Visual Cultures of Africa
HISTART 30,Art of India
HISTART N31,Arts of East Asia
HISTART 32,The Arts of Korea
HISTART 33,Buddhist Art of Asia
HISTART 34,Arts of China
HISTART 35,Art and Architecture in Japan
HISTART 36,"ASIA MODERN: Art + Architecture, 1800-present"
HISTART 39,Freshman/Sophomore Seminar
HISTART 39A,Freshman/Sophomore Seminar
HISTART 39B,Freshman/Sophomore Seminar
HISTART 39C,Freshman/Sophomore Seminar
HISTART 39D,Freshman/Sophomore Seminar
HISTART 39E,Freshman/Sophomore Seminar
HISTART 39F,Freshman/Sophomore Seminar
HISTART 39G,Freshman/Sophomore Seminar
HISTART 39H,Freshman/Sophomore Seminar
HISTART 39I,Freshman/Sophomore Seminar
HISTART 39J,Freshman/Sophomore Seminar
HISTART 39K,Freshman/Sophomore Seminar
HISTART 39L,Freshman/Sophomore Seminar
HISTART 39M,Freshman/Sophomore Seminar
HISTART 39N,Freshman/Sophomore Seminar
HISTART 39O,Freshman/Sophomore Seminar
HISTART 39P,Freshman/Sophomore Seminar
HISTART 39Q,Freshman/Sophomore Seminar
HISTART 39R,Freshman/Sophomore Seminar
HISTART 39S,Freshman/Sophomore Seminar
HISTART 39T,Freshman/Sophomore Seminar
HISTART 39U,Freshman/Sophomore Seminar
HISTART 39V,Freshman/Sophomore Seminar
HISTART 39W,Freshman/Sophomore Seminar
HISTART 39X,Freshman/Sophomore Seminar
HISTART 39Y,Freshman/Sophomore Seminar
HISTART 39Z,Freshman/Sophomore Seminar
HISTART 41,Introduction to Greek and Roman Art
HISTART 51,Introduction to Medieval Art
HISTART 62,Introduction to Italian Renaissance Art
HISTART C62,Introduction to Italian Renaissance Art
HISTART 65,Arts of the Renaissance and Reformation
HISTART 80,Introduction to Modern Art
HISTART N80,Introduction to Modern Art
HISTART 87AC,Visual Cultures of California
HISTART 88,Arts of Latin America
HISTART 98,Directed Group Study for Freshmen and Sophomores
HISTART 100,Theories and Methods of Art History
HISTART N100,Theories and Methods of Art History
HISTART 101,Theories & Methods for a Global History of Art
HISTART N104,Gender and Representation
HISTART 107,Images and the Law
HISTART N107,Images and the Law
HISTART 108,Cities and the Arts
HISTART 109,"Digital Humanities, Visual Cultures"
HISTART C109,"Digital Humanities, Visual Cultures"
HISTART 120,"The ""Origins"" of Art"
HISTART C120A,The Art of Ancient Mesopotamia: 3500-1000 BCE
HISTART C120B,The Art of Ancient Mesopotamia: 1000-330 BCE
HISTART C121A,Topics in Islamic Art
HISTART C121B,Topics in Islamic Art
HISTART 127,The Arts of Africa
HISTART 130A,"Early Chinese Art, Part I"
HISTART 131A,Sacred Arts in China
HISTART 131B,The Classical Painting Tradition in China
HISTART 131C,Art and Propaganda in Modern China
HISTART 134A,Topics in Buddhist Art and Architecture: Buddhist Temple Art &amp; Architecture in Japan
HISTART 134B,Topics in Buddhist Art and Architecture: Buddhist Icons in Japan
HISTART 134C,Topics in Buddhist Art and Architecture: Buddhist Art in the Modern/Contemporary World
HISTART 136A,South Asian Art: Ancient
HISTART 136B,South Asian Art: Early Modern
HISTART 136C,The Art of India: 1350 A.D. to the Present
HISTART 137,The Art of Southeast Asia
HISTART C140,Minoan and Mycenaean Art
HISTART 141A,The Art of Ancient Greece: Archaic Greek Art and Architecture (750-480 B.C.)
HISTART 141B,The Art of Ancient Greece: Classical Greek Art and Architecture (500-320 B.C.)
HISTART 141C,The Art of Ancient Greece: Hellenistic Art and Architecture (330-30 B.C.)
HISTART N142,Introduction to Archaeology: The Tel Dor Excavation
HISTART 145,Roman Art
HISTART 145A,Roman Painting
HISTART 145B,Ancient Portraiture and Biography
HISTART C145A,Pictorial Representation in the Roman World
HISTART 151,Art in Late Antiquity
HISTART 155A,"Relics, Reliquaries and Cult Images"
HISTART 156A,Gothic Art in Northern Europe: 1150-1270
HISTART C156B,Art and Science
HISTART C158,Art and Science
HISTART 160,Renaissance Art in Florence 1400-1600
HISTART 161,Renaissance Art in Rome 1400-1600
HISTART 162,Renaissance Art in Venice 1400-1600
HISTART 166,Van Eyck to Brueghel
HISTART 169A,"Elizabethan Renaissance: Art, Culture, and Visuality"
HISTART 170,Southern Baroque Art
HISTART 171,Visual Culture in Early Modern Spain and Colonial Latin America
HISTART 172,The Dutch Golden Age
HISTART 173,The Age of Rubens
HISTART 174,Types of Dutch and Flemish Painting in the 17th Century
HISTART 175,Visual Culture in Early Modern France: Renaissance to Enlightenment
HISTART 179,Eighteenth-Century British Art
HISTART 180A,Nineteenth-Century Europe: Age of Revolution
HISTART 180C,Nineteenth-Century Europe: The Invention of Avant-Gardes
HISTART N180A,19th-Century Europe: Age of Revolution
HISTART N180B,The Body in Avant-Garde French Art
HISTART N180C,Nineteenth-Century Europe: The Invention of Avant-Gardes
HISTART N181,French Art of the 19th Century
HISTART 182,Histories of Photography
HISTART N182,Histories of Photography
HISTART 183,Art and Colonialism
HISTART 183E,American Painting and Photography from the Civil War to WW II
HISTART 185,From Manet to Mondrian
HISTART 185A,American Art (1800-Present)
HISTART 185B,American Architecture: Domestic Forms
HISTART N185C,Contemporary American Art
HISTART 186A,Art in the Early 20th Century
HISTART 186C,Art in the Later 20th Century
HISTART N186C,Art in the Later 20th Century
HISTART 187AC,Race and Representation in the Twentieth Century in the United States
HISTART 188,Latin American Art
HISTART 188A,Latin American Art: Before Columbus
HISTART 189,Museums: An Introduction to the History and Practice of Collecting and the Public View
HISTART C189,"The American Forest: Its Ecology, History, and Representation"
HISTART 190A,Special Topics in Fields of Art History: Asian
HISTART 190B,Special Topics in Fields of Art History: Ancient
HISTART 190C,Special Topics in Fields of Art History: Medieval
HISTART 190D,Special Topics in Fields of Art History: 15th-16th Century
HISTART 190DH,Digital Humanities for Art Historians
HISTART 190E,Special Topics in Fields of Art History: 17th-18th Century
HISTART 190F,Special Topics in Fields of Art History: 19th-20th Century
HISTART 190G,Special Topics in Fields of Art History: American/British
HISTART 190H,Special Topics in Fields of Art History: Contemporary
HISTART 190M,Special Topics in Fields of Art History: Global Modernism
HISTART N190,Special Topics in Fields of Art History
HISTART N190A,Special Topics in Fields of Art History: Asian
HISTART N190B,Special Topics in Fields of Art History: Ancient
HISTART N190C,Special Topics in Fields of Art History: Medieval
HISTART N190D,Special Topics in Fields of Art History: 15th-16th Century
HISTART N190E,Special Topics in Fields of Art History: 17th-18th Century
HISTART N190F,Special Topics in Fields of Art History: 19th-20th Century
HISTART N190G,Special Topics in Fields of Art History: American/British
HISTART N190H,Special Topics in Fields of Art History: Precolumbian/Latin American
HISTART 190T,Transcultural
HISTART 192A,Undergraduate Seminar: Problems in Research and Interpretation: Asian
HISTART 192AC,Undergraduate Seminar: Folk Art in America
HISTART 192B,Undergraduate Seminar: Problems in Research and Interpretation: Ancient
HISTART 192C,Undergraduate Seminar: Problems in Research and Interpretation: Medieval
HISTART 192CU,Undergraduate Seminar: Problems in Research and Interpretation: Curatorial
HISTART 192D,Undergraduate Seminar: Problems in Research and Interpretation: 15th-16th Century
HISTART 192DH,Undergraduate Seminar: Digital Imaging and Forensic Art History
HISTART 192E,Undergraduate Seminar: Problems in Research and Interpretation: 17th-18th Century
HISTART 192F,Undergraduate Seminar: Problems in Research and Interpretation: 19th-20th Century
HISTART 192G,"Undergraduate Seminar: Problems in Research and Interpretation: Undergraduate Seminar: American Art, Architecture, and Design"
HISTART 192H,Undergraduate Seminar: Problems in Research and Interpretation: Modern/Contemporary Art
HISTART 192L,Undergraduate Seminar: Latin American
HISTART 192M,Undergraduate Seminar: Problems in Research and Interpretation: Global Modernism
HISTART 192T,Undergraduate Seminar: Problems in Research and Interpretation: Transcultural
HISTART 193,Directed Research
HISTART 194,Museum Internship
HISTART H195,Special Study for Honors Candidates in the History of Art
HISTART C196A,UCDC Core Seminar
HISTART C196B,UCDC Internship
HISTART C196W,Special Field Research
HISTART 198,Supervised Group Study
HISTART 199,Supervised Independent Study
HISTART N199,Supervised Independent Study
HISTART 200,Graduate Proseminar in the Interpretation of Art Historical Materials
HISTART 203,Seminar in Material Culture: The Interpretation of Objects
HISTART C204,Proseminar in Classical Archaeology and Ancient Art
HISTART C220,Seminar in Near Eastern Art
HISTART 230,Seminar in Chinese Art
HISTART 234,Seminar in Japanese Art
HISTART 236,Seminar in the Art of India
HISTART 240,Seminar in Greek Art
HISTART 258,Seminar in Late Medieval Art in Northern Europe
HISTART 260,Seminar in Italian Renaissance Art
HISTART 262,Seminar in European Art
HISTART 263,Seminar in European Art: Mimesis
HISTART 270,Seminar in Baroque Art
HISTART 281,Seminar in 19th-Century Art
HISTART 285,Seminar in 20th-Century Art
HISTART 286,Seminar in 20th-Century Painting and Sculpture
HISTART 289,Seminar in American Art
HISTART 290,Special Topics in Fields of Art History
HISTART 291,Judith Stronach Graduate Travel Seminar in Art History
HISTART 296,Directed Dissertation Research
HISTART 298,Group Study for Graduate Students in the History of Art
HISTART 299,Special Study for Graduate Students in the History of Art
HISTART 300,Supervised Teaching of History of Art
HISTART 375,Seminar in History of Art Teaching
HISTART 601,Individual Study for Master's Students in the History of Art
HISTART 602,Individual Study for Doctoral Students in the History of Art
ART 8,Introduction to Visual Thinking
ART 12,The Language of Drawing
ART N12,The Language of Drawing
ART 13,Language of Painting
ART N13,Language of Painting
ART 14,The Language of Sculpture
ART 15,The Language of Sculpture: Ceramics
ART 16,Introduction to Printmaking
ART 21,Digital Photography: The Image and the Hive Mind
ART 23AC,Foundations of American Cyber-Culture
ART N23,Digital Media Foundation
ART W23AC,Data Arts
ART 26,Moving Image Media Production
ART 98,Directed Group Study
ART 99,Supervised Independent Study
ART 100,Collaborative Innovation
ART 102,Approaches to Painting
ART N102,Approaches to Painting
ART 103,Advanced Painting
ART 117,"Research, Methods and Materials of Drawing"
ART N117,Drawing and Composition
ART 118,Contemporary Perspectives of Figure Drawing
ART 119,Global Perspectives in Contemporary Art
ART 120,Approaches to Printmaking: Intaglio
ART 122,Approaches to Printmaking: Lithography
ART 123,The Language of Printmaking-Screenprinting
ART 124,Advanced Projects in Printmaking
ART 130,Approaches to Sculpture: Concept and Construction
ART 132,Approaches to Sculpture: Ceramics
ART 133,Approaches to Sculpture: Meaning in Material
ART 137,Advanced Projects in Ceramic Sculpture
ART 138,Approaches to Sculpture: Installations
ART 141,Temporal Structures: Video and Performance Art
ART 142,New Genres
ART 160,Special Topics in Visual Studies
ART N160,Foundations of Digital Photography
ART 162,Issues in Cultural Display: Studio and Post-Studio Art Practices
ART 163,Social Practice: Critical Site and Context
ART N163,Social Practice: Critical Site and Context--ESCUELA de ARTE UTIL
ART 164,Art and Meditation
ART 165,"Art, Medicine, and Disabilities"
ART 171,Digital Video: The Architecture of Time
ART N171,Digital Video: The Architecture of Time
ART 172,CGI Animation Studies
ART 173,ELECTRO-CRAFTING
ART 174,Advanced Digital Video
ART 178,Game Design Methods
ART 180,Advanced Digital Photography
ART 184,Junior Seminar: Meaning and Making
ART 185,Senior Projects/Professional Practices
ART H195A,Special Study for Honors Candidates in the Practice of Art
ART H195B,Special Study for Honors Candidates in the Practice of Art
ART 196,Bridging the Arts Seminar
ART 198,Directed Group Study
ART 199,Supervised Independent Study for Advanced Undergraduates
ART N199,Supervised Independent Study for Advanced Undergraduates
ART 218,Seminar: Theory and Criticism
ART 229,NEW MEDIA METHODS
ART 290,Independent Study
ART 294,Seminar for M.F.A. Students
ART 295,Independent Study for M.F.A. Students
ART 298,Directed Group Study
ART 299,Supervised Independent Study for Graduate Students
ART 301,The Teaching of Art: Practice
ASAMST R2A,Reading and Composition
ASAMST R2B,Reading and Composition
ASAMST 20A,Introduction to the History of Asians in the United States
ASAMST 20AC,Asian American Communities and Race Relations
ASAMST 20C,Cultural Politics and Practices in Asian American Communities
ASAMST W20AC,Asian American Communities and Race Relations
ASAMST 24,Freshman Seminar
ASAMST 97,Field Studies in Asian American Communities
ASAMST 98,Supervised Group Study
ASAMST 99,Supervised Independent Study and Research
ASAMST 121,Chinese American History
ASAMST 122,Japanese American History
ASAMST 123,Korean American History
ASAMST 124,Filipino American History
ASAMST 125,Contemporary Issues of Southeast Asian Refugees in the U.S
ASAMST 126,Southeast Asian Migration and Community Formation
ASAMST 127,South Asian American Historical and Contemporary Issues
ASAMST 128AC,Muslims in America
ASAMST 131,Asian Diaspora(s) from an Asian American Perspective
ASAMST 132,Islamaphobia and Constructing Otherness
ASAMST 132AC,Islamophobia and Constructing Otherness
ASAMST 138,Topics in Asian Popular Culture
ASAMST 141,Law in the Asian American Community
ASAMST 143AC,Asian American Health
ASAMST 144,Religions of Asian America
ASAMST 145AC,"Politics, Public Policy, and Asian American Communities"
ASAMST 146,Asian Americans and Education
ASAMST 150,Gender and Generation in Asian American Families
ASAMST 151,Asian American Women: Theory and Experience
ASAMST 151AC,Asian American Women: Theory and Experience
ASAMST 165,Research Methodologies in Asian American Communities
ASAMST 171,Asian Americans in Film and Video
ASAMST 172,Asian American Literature
ASAMST 173,Creative Writing
ASAMST 175,Contemporary Narratives on the Philippines and the United States
ASAMST 176,Genre in Asian American Literature
ASAMST 177,Asian American Art: Remapping Modernity: Art and Artists in the 20th Century
ASAMST 178,Gender and Sexuality in Asian American Literature and Culture
ASAMST 181,Chinese American Literature
ASAMST 183,Korean American Literature
ASAMST 190,Seminar on Advanced Topics in Asian American Studies
ASAMST 190AC,Seminar on Advanced Topics in Asian American Studies
ASAMST 194A,Asian Pacific American Theme Program Seminar
ASAMST 194B,Asian Pacific American Theme Program Seminar
ASAMST 195,Senior Thesis
ASAMST H195A,Senior Honors Thesis for Asian American and Asian Diaspora Studies Majors
ASAMST H195B,Senior Honors Thesis for Asian American and Asian Diaspora Studies Majors
